Vals,Colour
14.106903415537532,Green
13.217933629829943,BLUE
12.975603317761827,red
13.453513347948073,BLUE
13.177246170200952,Red
13.784282422887832,green
13.665834949153598,Blue
13.244320208073078,Red
13.893679450372726,Blue
13.617630856451242,green
13.744280271797983,green
13.765249038550958,red
13.800376853429231,Red
13.669308104199196,Purple
13.547059591474248,Green
13.787586144549914,RED
13.63512805125603,Purpal
13.25539181222386,Green
13.488636972937238,BLUE
13.13597157658187,Green
13.306123637048372,BLUE
13.785079113589377,BLUE
13.365620742495554,Purple
13.396340823909433,Blue
13.743852795557623,Purple
13.29438211730878,RED
12.966265126009833,Purple
13.415443874938187,Red
13.27306127712978,Blue
13.388666471739942,Green
13.459115762966194,red
13.858105325324805,RED
13.810922686090023,Purpal
13.581221629640914,BLUE
13.663935367004743,red
13.458687502575928,Blue
13.396641092012757,Purpal
13.636327858401898,Purpal
13.611353960108235,green
13.004510772778205,red
13.880742535886252,BLUE
13.423479966054309,Red
13.605705408644025,Green
13.503903439347729,BLUE
13.536569392874721,Blue
13.30076348653239,Red
13.65835012930866,RED
13.452026355117627,Purpal
13.338875438387321,Green
13.405606241981358,green
13.212271951659451,RED
13.407493124647775,red
13.46372603418759,Purpal
13.494748679492337,Green
13.581453809560731,RED
13.53983253627523,green
13.539603020338377,Green
13.734526216838681,Purple
13.566243888632147,Red
13.561570269803571,red
13.74954623630807,Purpal
13.176622672819085,red
13.057415878921086,red
13.446311003813939,Blue
13.457224467664618,Red
13.141174027880813,Green
13.253560715652573,Blue
13.427280211638388,Purple
13.372489949669935,Purpal
13.41693299763234,Red
13.051621476082266,Purple
13.563003276705993,Purpal
13.593156695891655,RED
13.186537276326834,BLUE
12.876661205529666,Purple
13.78468203777982,Green
13.425379343971908,green
13.15566797250095,RED
13.125312914033326,Green
13.120296014213222,Red
13.757185771801468,Purple
13.92328900838585,Purpal
13.44719058143063,Purpal
12.92107550465776,red
13.836541119962383,red
14.144003534160122,red
13.75624367250099,Red
13.203755672895225,BLUE
13.094292019565644,red
13.917021940755724,RED
13.961416254048304,BLUE
13.330275432086914,Red
13.883203355534695,Green
13.326762500626879,BLUE
13.299240893401084,Green
13.244521725968692,Purpal
13.972985692728185,Red
13.505772449486812,Purpal
13.636167381798632,Green
13.409166907855944,Purple
12.918113138773357,Green
13.256943944998726,BLUE
13.44253135852746,Purpal
13.275769263018636,Red
13.4488040683409,RED
13.444296657829207,Purpal
12.88959460626457,Green
13.604019428204957,Purple
13.268822460490225,green
12.989333395623864,green
13.018197431809923,green
13.604374826805829,Blue
13.690131564870961,red
13.332283280295884,Green
13.77501505416492,Purpal
13.620449714215698,RED
13.325288378059847,RED
13.431121354147613,BLUE
13.042094759246721,BLUE
13.393355494484875,Blue
13.873597956826444,BLUE
13.528134073339627,Blue
13.490706964060127,Blue
13.464555474441025,green
13.702965741428775,Green
13.664162842256491,BLUE
13.669625504749602,Purple
13.662131184814564,Blue
13.755106656273561,green
13.361125325127407,green
13.851207870156686,green
13.603204325796898,RED
13.586395105084125,green
13.652308821574339,Blue
13.390343690575022,Red
13.363700156768057,Blue
13.70171310226783,Blue
13.59010837540042,Purple
13.82383936949164,RED
13.589888397513114,red
13.63600707023608,Blue
13.960703866794215,Purpal
13.484232820603324,RED
13.047910356888293,BLUE
13.767891724177561,Blue
13.454290392908804,red
13.515210802787939,Purple
13.591566868051897,green
13.309736619555177,Blue
13.944010983394958,Purple
13.523422472427809,RED
12.957785897309531,Red
13.440393355032917,Purple
13.630400200083901,Blue
13.19307994897399,Green
13.426484838030283,Purpal
13.439245867060181,RED
13.426761942105047,Red
13.55984716533874,Green
13.342565444167545,BLUE
12.693468867753187,Blue
13.728123977412536,RED
12.996843720138006,BLUE
13.61313338544283,Purple
13.572861447463982,green
13.237974390663362,Purpal
13.832748761218903,BLUE
13.624528696053397,green
12.930905433978392,BLUE
13.502165310595053,BLUE
12.88028346271814,Blue
13.3471306848071,Purple
13.21631083120478,Purpal
13.765855656936652,Purpal
13.440961624205783,BLUE
13.267737110155629,RED
14.142498270335533,Purple
13.79483700618545,Blue
13.369416575808395,Purple
13.478518054578186,Green
13.445544730756152,Blue
13.492382446315558,Blue
13.36468116570387,Red
13.5539099579965,red
13.330501925802035,Purpal
13.69407735484671,Blue
13.981686156092578,green
13.764822437347957,red
13.606489044948503,BLUE
13.912443494197193,Red
13.584390337728551,red
13.391455848397377,green
13.91416577644278,Purple
13.136453564813155,BLUE
13.007783040103863,Purple
13.70273444786548,red
13.582848046256245,RED
13.663898492434778,red
13.480452348515793,red
13.87327850778355,Red
13.507686709862872,BLUE
13.177450133712126,Purpal
13.340825101678202,green
13.48711567691512,Purpal
13.589682212174699,Purpal
13.747958586194363,Purpal
13.44063461997886,Blue
13.14287490006074,red
13.50302429001327,Purpal
13.581223313357783,RED
13.122193871836174,Green
13.364569444368395,BLUE
13.734042137618475,Red
13.326023510533927,Red
13.186811409471078,BLUE
13.74547490217497,RED
13.71177976638811,green
13.456886760508043,green
13.797629761842502,Blue
13.509057261327948,Green
13.62473335064481,Blue
13.654774167638185,Red
13.468405740356152,Green
13.557428723103463,BLUE
13.861116083188276,green
13.160420336146248,red
13.847978891308413,green
13.384427379440882,red
13.342475462653578,red
13.76416580285459,Purpal
13.717622594905599,Green
13.337095354841555,red
13.462563655415708,Green
13.677674740773005,Purpal
13.644870072896953,BLUE
13.218107072381558,Red
13.611294398464883,BLUE
12.804187252891363,red
13.59718562341964,BLUE
13.278524331302753,Red
13.125360184736974,Purple
13.142438810202636,green
13.843896651200575,Purpal
13.642386499559418,BLUE
13.911655585747068,green
13.630467610379364,RED
13.249435700614093,RED
13.478793654960968,Red
13.706905500237942,Green
13.229730954294403,Purple
13.6151966088491,Red
13.94805012104632,Purpal
13.70832119107433,Red
13.629826795232453,green
13.775588388808783,RED
13.697240366862395,RED
13.54732596594656,Purpal
13.623080252155791,Green
13.367497526562283,green
13.509281828078274,BLUE
13.589671956388992,green
13.614790564525181,Purple
13.732630978973315,RED
13.70780700619566,RED
13.226420092204813,Purple
13.491690173718238,red
13.186737614734857,RED
13.315531052817665,Red
13.811323255445824,BLUE
13.308659072725516,Purple
12.959757198593466,BLUE
13.710648696020031,Purpal
13.287275635154,Red
13.783939398991291,Green
13.727793968091473,green
13.076332333874228,Green
13.072950042821347,BLUE
13.577539987365582,Blue
12.914513719183745,RED
13.231066867092877,Red
13.198453464223201,green
13.609566914343897,RED
13.382373647657598,RED
13.272338160094948,Purpal
13.762123859752184,Blue
13.516389080182534,Red
13.277572687509161,green
13.383797015857686,BLUE
13.340914809293814,Blue
13.487472004317076,green
13.63744225085447,Green
12.774765632033894,Green
13.84788414216249,Red
13.65825888325189,Purpal
13.311354958045289,Purple
13.67705087796316,RED
13.744204676003146,Green
13.08042274827613,green
13.751833534151186,Purple
13.387159307375585,green
13.819577043048935,RED
13.368431192878752,Blue
13.636987267516653,Red
13.247055340429478,Purpal
13.590777486949118,RED
13.249761383466411,Green
13.484550469146968,Purple
13.09920281384517,BLUE
13.362661723181888,red
13.285340981586685,RED
13.781565263737784,green
13.209440605375542,red
13.511390858871678,Blue
13.435651592038176,Purpal
13.10677361572781,BLUE
13.769353310725256,BLUE
13.651544084316878,BLUE
13.88887417071877,Blue
13.194360505917876,Purple
13.428916249256161,RED
13.344511644760238,Purple
13.676581828968714,Blue
13.38434428159839,Purpal
13.449348670220651,green
13.852459483889116,green
13.643089286454825,Purple
13.65603266047933,Green
13.387359956493712,Green
13.302241445811041,red
13.836800711766338,Blue
13.669696159861111,BLUE
13.592753318431828,Green
13.658730554464098,BLUE
13.561882507261801,red
13.324858992022916,green
13.547952322637352,Purpal
14.146660955190086,Red
13.517171899497411,Purple
13.888554392290672,green
13.145019147428902,Blue
13.766604247983489,RED
13.05291789408975,green
14.099299023276392,BLUE
13.153715557903204,RED
13.583755348621368,red
13.952076206272684,Red
13.726072320158191,Purpal
13.264136614118497,red
13.625317630144888,Purple
13.463033829688926,Green
13.168996021646265,Red
13.821040683416821,Purple
13.578727822725694,RED
13.3431228123269,red
13.566731708861318,green
13.624268293907214,red
13.51521205046548,RED
13.343335675172774,Purple
13.24531194165598,Purple
13.54342261853603,Blue
13.42415771150322,Red
13.397502921615096,red
13.616372216964981,Green
13.581694630625527,Purpal
13.698988990009223,Green
13.615375628630904,Purple
13.331044765207515,Purple
13.243686352691618,Red
13.636860568883708,green
13.263499745264992,Purpal
13.517702083801621,red
13.804724508684085,Purple
13.455442193594537,RED
13.248764594141851,Red
13.563285060729136,Purpal
13.630399000201626,BLUE
13.37547762550134,Purpal
13.886836291800941,Blue
13.558398277567144,Purple
13.397620455943538,green
13.225852950226087,Purpal
13.835288179552225,Blue
13.62634114168062,Red
13.657753378326617,RED
13.569313314043158,green
13.966888427149601,red
13.895992148420965,Red
13.680710876324033,BLUE
13.189720513281507,red
13.25378079002577,BLUE
13.300852031743197,Blue
13.478974386289975,Blue
13.682906280372174,Green
13.542874507715693,red
13.641658907739742,Blue
13.520187034415727,Green
13.332423404471177,Red
13.713768183777308,Red
13.756191594913527,green
13.305676429834932,Purple
13.383610949462831,Green
13.634098827553293,Red
13.995023365579186,red
13.537556209119786,Red
13.523515742193025,Green
13.441440448629107,Green
14.310529098401382,green
13.162380350692537,Red
13.465136649003977,Purpal
13.416150210869254,Purple
13.46246948976231,Red
13.446354074061247,Green
13.693901456513396,BLUE
13.461570214999374,Blue
13.533516929532387,BLUE
13.430419318974266,RED
13.83246918374011,Purple
13.527209989622816,BLUE
13.116057789534794,Green
13.255566380074267,Purpal
13.653272282566812,RED
13.556031408672048,RED
13.518436596590916,RED
13.596856990009078,Purpal
13.715669372939153,Green
13.337450395110487,green
13.218638190275141,Purpal
13.441646491240767,Purple
13.47977668150739,Blue
13.372213021142325,Purple
13.685621204182682,Green
13.528586464531015,Red
13.4635824178798,Red
13.33402676124586,Purpal
13.69647726895991,RED
13.79431767695122,green
13.823877835801431,Purple
13.643549296436523,Purpal
13.041667560787893,Purpal
13.354071861429744,Red
13.536826903266673,RED
13.539678209520541,BLUE
13.120234712151006,Green
13.447258252349676,Red
13.56364501527806,Green
14.100788936886576,red
13.560546817079634,Purpal
13.035426172262635,Red
13.200817039591871,green
13.849094778830217,Purpal
13.498104464721871,Red
13.033698981727244,Red
13.763724549424504,Red
13.606893781542329,Purple
13.293301145699697,Blue
13.547044573337322,BLUE
13.980985609952252,BLUE
13.926448639428294,BLUE
13.279948135748004,Purple
13.479497711293756,red
13.731341173628264,green
14.214254067989903,Purpal
13.498693701126283,BLUE
13.529700777911385,Purple
13.407900743647117,Red
13.224306272514493,Red
13.009544062673997,RED
13.092696730037804,Purple
13.605480732254125,red
13.28267022496329,Purple
13.401364602366223,Blue
13.78628504656485,Purpal
13.190850502555706,Blue
13.786371303486687,Green
13.065014670072797,Purpal
13.426613252398336,Purple
13.468260472606898,Red
13.795454310445084,Purpal
13.264286766120653,Purple
13.550106506710635,red
13.807023848050576,BLUE
13.859478600426243,green
13.554583712524957,green
13.615778219040072,BLUE
13.338839688144816,RED
13.384589299270272,Green
13.649243650292993,Red
13.614813926551233,green
13.481491794300758,RED
13.149997886905392,Blue
13.841099076916915,Red
13.840608294592241,Purpal
13.993336234309687,Blue
13.113397671389357,Purple
13.691077659278571,red
13.71823547453043,Purple
13.470566036385983,Purpal
13.734358796236476,Red
13.465317179297317,RED
13.077013828135248,Red
13.678633495899831,Blue
13.494852907507631,Purple
13.773682497803445,Red
13.3189544119115,green
13.735518103911271,Purple
13.555832660938062,Red
13.750928229041045,red
13.427842868111927,green
13.50157276473323,Blue
13.619951363123926,Red
13.747724990067627,Purple
13.342628247925805,Blue
14.046699049335183,BLUE
13.322204063937398,RED
13.465221448793235,Purpal
13.626145207317822,Blue
13.311628243966739,Blue
13.624479536802493,green
13.601701813146743,Purple
13.498618556727061,RED
13.876934283859217,Purpal
13.102525845888717,RED
13.707779774786047,red
13.254248432750097,RED
13.401893337963576,Blue
14.13688137870053,RED
14.135142258621273,Green
13.74100241905083,green
13.99390647606501,red
13.458351222836496,Purple
13.492438574734105,red
13.77406202035119,red
13.505164286646017,Red
13.66756203276338,Purple
13.498032442803547,Red
13.62544975871384,Purpal
13.399555625313166,Red
13.300714992242724,Green
13.506929561923758,red
13.1531265069277,Purple
13.690998893439198,red
13.421388228917955,Red
13.462165328575753,Purpal
13.533250670054835,Blue
13.329298271435668,Green
13.643286433811471,Red
13.482190706261374,green
13.265932011822112,RED
13.62676438254814,Green
13.909990070890002,Green
13.587237062425481,green
13.694447090645392,BLUE
12.997745690225343,Red
13.381936538889002,Green
13.883280489743883,BLUE
13.318125389382288,Purpal
13.405226822919052,Purple
13.292649280325458,Purpal
13.532666240193741,Blue
13.359918524802545,Blue
13.598006859699339,Purple
13.63625264772018,red
14.116149515119545,BLUE
13.87485949167028,Red
13.108533385396006,red
13.652586102908703,Purpal
13.717277728979501,Purple
13.215562342252724,BLUE
13.572478587101265,Purpal
13.639840682938068,Red
13.166899780056431,Green
13.614888501739818,green
13.405454493412827,Purpal
13.40553463597129,red
13.149465417566506,Purple
13.561741106086316,BLUE
13.425693818050634,RED
13.724402406059916,Red
13.345494314350046,BLUE
13.84161535488961,green
13.755294483389381,green
13.525425781860807,RED
13.1425535274105,BLUE
13.204202624449308,Blue
13.551122575005667,red
13.280904679839238,green
13.310201031950056,Blue
13.360784473374606,BLUE
13.486649708521373,Purple
13.278461719836483,Red
13.488641991036773,RED
13.295370427835028,Blue
13.395317115504413,Purpal
13.552335840659234,Green
13.24231200080932,Purple
13.625669740482104,Red
13.286723837932411,green
13.74062454116221,Purpal
13.591774405114408,Purpal
13.508948455606367,BLUE
13.532410014646716,Red
13.114801041552482,Red
13.471463471195146,RED
13.59256136634875,Purple
13.437175159369641,red
13.44821235664336,Blue
13.938025951125917,BLUE
13.436805537049712,red
13.424106985157001,Green
13.887095654040825,Blue
13.902541428610018,Red
13.671029210587251,RED
13.430920173793103,RED
13.458414028147936,red
13.321876388752842,Blue
13.442552124498414,green
13.633758545088628,Purple
13.290261930307833,Purpal
13.365523033592525,Purple
13.22755433760055,green
13.90086736684243,Blue
13.894750991389118,RED
13.520490882506967,green
13.217919657391736,RED
12.969844856538767,Green
13.613359917083542,green
13.912230920914195,Blue
13.35008132288688,red
13.495462848047772,Purple
12.998806776518794,Purpal
13.6124615048127,green
13.532851383510484,RED
13.33850019775392,Purpal
13.468382121239829,RED
13.578935513216441,Red
13.471078730124826,green
13.50968792740128,Red
13.611931353779343,green
13.526694227052548,RED
13.694274175798954,RED
13.71865586050994,Green
13.116105628738378,RED
13.462677988675007,Blue
13.389498118621853,Green
13.402951051729806,BLUE
12.955291455596539,Red
13.726444827251256,Red
13.68837814741435,Red
13.081303300605817,green
13.314315779844372,green
13.611687614260835,red
13.068125630005944,Blue
13.351651594256688,BLUE
13.49093974576155,Red
13.635270607852433,green
13.400819217955076,Red
13.085951969806377,green
13.305599220125136,RED
13.288157642842851,Green
13.78575824805048,Green
13.308056161512922,Red
13.320808827426786,Blue
13.544580903606665,green
13.852886506831994,green
13.072042760501338,red
13.330586678513754,Purpal
13.763920297606844,Purpal
13.5271010114682,red
13.829832714241812,Blue
13.394670776847242,Purple
13.343963630904635,Purpal
13.19308194831197,Purple
13.407990882944181,Green
13.933857199806373,RED
13.64854355883263,Purple
13.280610984922255,RED
13.862903304529123,red
13.14375182620357,red
13.89153820841214,BLUE
13.822670283616531,Green
13.283356724500308,Blue
13.875806907664985,Red
13.940631596922525,Green
13.819537867495073,Purple
13.413747312147185,red
13.677827341160574,Blue
13.292420427705948,BLUE
12.761907238760944,green
13.400584645894868,Purple
13.34325669020867,Red
13.703999553306712,Purple
13.61082467756501,Blue
13.488049587521606,green
12.946834297574037,Green
13.483838442549208,Red
13.665610127394885,Red
13.901646847452118,Red
13.38802060148022,Blue
13.832816262374065,Blue
13.916219543205352,BLUE
13.387633223116772,Purpal
12.889787580081815,BLUE
13.736644271329575,Purple
13.635251352048337,RED
13.175710478937512,Red
13.558967178148716,BLUE
13.643140293749741,Blue
13.809979526779797,Purpal
13.377606385002264,Purple
13.71055684276965,Blue
13.672688501508661,BLUE
13.348819735729151,Purple
12.906706610902484,red
13.518286109960882,red
13.655211965714968,Red
13.468473634715307,BLUE
13.634918206045018,red
13.726904797591252,Purple
13.825400986218836,Green
13.71487586027613,BLUE
13.936688622694623,Blue
13.559382223057365,RED
13.668269792420192,Blue
13.91788960912772,red
13.318846964017391,BLUE
13.800862474268674,Red
13.768169870686101,Purpal
13.209101871321316,Green
13.241828192127437,red
13.491445896490812,RED
13.460869361136787,green
13.444678091030939,Green
13.374181321185933,Blue
13.314437027658126,Green
13.542520956259171,Red
13.298992698970371,green
13.116692815378687,Purple
13.094582787650098,Purpal
13.418873835355588,Red
13.330411051429768,Red
13.7513784204549,Purpal
13.866922533557806,green
13.681206362002328,BLUE
13.845235975202388,Green
13.380924660246496,BLUE
13.282160315325175,Red
13.344727328493183,Purpal
13.443011952563944,Blue
13.010501659252638,RED
13.660543003371643,green
13.447330330085023,BLUE
13.518125453600578,Purpal
13.106869962353338,Red
12.97860329468373,RED
14.235376393581896,Green
13.827032368636201,Green
13.596711591260613,Blue
13.252776435407222,BLUE
13.35249085229386,Red
13.169074841067146,Blue
13.575385315189352,Purple
13.25532770105209,Purple
13.502214100582962,Purpal
13.686799137722918,Blue
13.498987892219204,Purple
13.468912850529072,RED
13.407675178158777,Purpal
13.34999370229437,RED
13.328094617655493,Green
13.875638794835273,BLUE
13.94611359622068,Purpal
13.46626048475661,Green
13.363280756175216,green
13.248634041872993,BLUE
13.687022129771511,Purpal
13.52937523660076,BLUE
13.431894935852614,Green
12.981726935938624,Red
13.430021236991688,BLUE
13.85580867582019,Red
13.437977863758314,red
13.32646433674681,Purpal
13.776767661722624,Blue
13.53754195484987,green
13.430790121316391,BLUE
13.317292503986056,Green
13.50476681964639,Purple
13.359380242158518,Purpal
13.721425191093887,Blue
13.388275103834937,green
13.601241147619,Blue
13.459042497565237,Green
13.738055064689078,BLUE
13.368805508989277,Green
13.0374494474215,Purpal
13.35085513316918,Purpal
13.433330052349884,Purple
13.840854874200506,Green
13.248540395574561,red
13.839571275967715,Blue
13.432371848747154,red
13.607527035572287,Blue
13.568047484510057,Blue
13.264033865471734,red
13.59549554451464,green
13.526429512010164,Blue
13.868873931307552,Red
13.501828127578303,BLUE
13.224576092848407,red
13.217404791414008,red
13.573218224023033,Green
13.818831079653154,Red
13.500337262095469,red
13.086044061299455,Green
13.303154262971592,Green
13.5045543224517,RED
13.544415111631385,green
13.489431682188254,RED
13.913075929258608,green
13.27667329988353,green
13.979381309241802,green
13.155476509766494,Blue
13.544974723030247,green
13.560712405356877,Red
13.624834812951903,red
13.790064216353911,Purple
13.386752317343369,red
13.61736612888769,Blue
13.465331305149435,RED
13.642160985544647,red
13.152239068170551,green
13.773898373790093,RED
13.814792046214448,Blue
13.541467406857162,Purple
13.719496605449531,red
13.432786283322185,RED
13.218553803677497,RED
13.414176904458292,Purple
13.437398947014875,Purpal
13.693316213256626,Red
13.5738957533631,BLUE
13.619267584747993,BLUE
13.624431648322716,BLUE
13.241991954968845,RED
13.152539231240036,RED
13.388001344474496,Red
13.741292024198488,green
13.669960483567965,Red
13.32257375822658,Purple
13.505000860775803,Purple
13.702966693917517,BLUE
13.666205572949126,BLUE
13.921066834610474,Blue
13.325340695587476,Blue
13.248764109298004,green
13.435549434476145,Purpal
13.373147289181176,RED
13.694769186691123,Blue
13.72321264919035,red
13.406786837435177,Red
13.237239497260846,Red
13.45175225491431,red
13.17506426909527,Green
14.100482218105797,green
13.687068739055643,Red
13.537149275437688,Green
13.340697729517218,Purple
12.956003166786716,BLUE
13.669769539975597,Green
13.44273529384481,Red
12.959126097859016,Blue
13.305874069205732,Blue
13.245513500817725,BLUE
13.42075892859666,Red
13.660820539932601,Blue
13.222339913161047,BLUE
13.289909166434696,BLUE
13.486401155364355,Purpal
13.268598335830663,green
13.577391921726926,RED
13.490131439731996,Purpal
13.496419352564364,Purple
13.344535793293907,RED
13.500152089010164,Purpal
13.657647726426201,Purpal
13.232334838942293,Purple
13.56988614892609,green
13.614426684106998,red
13.375568517852707,Purple
13.594217307367005,RED
13.003245822963688,green
13.931159069889862,Purple
13.139544823329352,Blue
13.402238332388263,Blue
13.890356896739916,Red
13.12414316472928,red
13.486271690790676,Red
13.873268278489513,red
13.494577235859017,Green
13.233630613884369,RED
13.121416042323991,BLUE
13.815855587080316,Green
14.114667353733464,BLUE
13.189820771378981,red
13.387949063998517,green
13.270861715397092,Green
13.141911152224494,Blue
13.091029815652458,green
13.429350822877776,RED
13.605546405820296,BLUE
13.64693428733965,Green
13.787725324417568,red
13.881923375882705,Purple
13.525772434167787,Green
13.854279714159352,BLUE
13.728893219991398,Blue
13.718694318855302,RED
13.392059613364585,Green
13.574346374524823,BLUE
13.439870649545051,Red
13.23518906069141,red
13.579354679731952,Purple
13.641984457012375,Green
13.46467305819953,Purple
13.707063646519625,RED
13.810300263132381,Green
13.339538723201569,RED
13.167605310170266,Green
13.167726884965132,BLUE
12.700280637908706,RED
13.209211584221144,Purple
13.808411903833285,Purple
13.549974046012158,BLUE
13.279987798931136,red
14.14396522036601,BLUE
13.437582302229977,Purpal
13.636929955601203,Blue
13.77328211418802,Purple
13.18715036143296,RED
13.189387732086713,Blue
13.511016810598091,red
13.33404476528532,Purpal
13.60131848938897,red
13.566853620710333,BLUE
13.221924476636633,Red
